stationname,latdeg,latmin,londeg,lonmin,elevation,observedgravity,freeairanomaly,simplebougaranomaly,innerterraincorrection,totalterraincorrection,correctionextent,completebougaranomaly,isostaticresidualanomaly
SOUTO048,36,33.25,121,56.42,-70.0,979887.21,14.50,17.78,0.00,3.97,,21.75,-11.92
SOUTO049,36,33.13,121,56.26,-50.0,979886.27,15.62,17.96,0.00,3.89,,21.85,-11.43
SOUTO050,36,33.00,121,56.49,-95.0,979889.08,14.38,18.85,0.00,3.93,,22.78,-11.12
SOUTO051,36,32.82,121,56.77,-145.0,979891.58,12.44,19.28,0.00,4.45,,23.73,-10.93
SOUTO052,36,32.51,121,56.45,-143.0,979891.46,12.95,19.71,0.00,4.58,,24.29,-9.58
SOUTO053,36,31.77,121,55.83,-120.0,979888.96,13.68,19.36,0.00,5.28,,24.64,-7.72
SOUTO054,36,31.85,121,55.65,-59.0,979886.33,16.68,19.49,0.00,4.61,,24.10,-7.79
SOUTO055,36,31.54,121,55.95,-99.0,979888.52,15.55,20.25,0.00,5.02,,25.27,-7.44
W1,36,31.57,121,57.53,-181.1,979892.76,12.02,20.58,0.00,6.94,,27.52,-9.43
W2,36,31.10,121,57.80,-209.6,979893.59,10.85,20.76,0.00,5.84,,26.60,-11.19
W3,36,30.88,121,57.22,-157.8,979891.60,14.05,21.51,0.00,5.67,,27.18,-9.08
W4,36,30.52,121,57.67,-241.8,979894.67,9.74,21.16,0.00,5.41,,26.57,-10.95
W5,36,30.50,121,57.05,-153.9,979891.62,14.98,22.25,0.00,5.44,,27.69,-8.15
W6,36,30.28,121,56.47,-90.9,979888.43,18.04,22.34,0.00,6.26,,28.60,-5.72
W7,36,30.12,121,57.08,-201.8,979890.48,9.89,19.43,0.00,5.69,,25.12,-10.86
W8,36,30.05,121,57.72,-253.9,979894.83,9.44,21.45,0.00,5.30,,26.75,-11.00
CRONYN01,36,48.28,121,50.05,-218.0,979883.03,-25.29,-15.01,0.00,2.51,,-12.60,-26.32
CRONYN02,36,49.09,121,50.85,-333.0,979896.76,-23.55,-7.84,0.00,2.40,,-5.59,-19.80
CRONYN03,36,49.85,121,51.58,-278.0,979899.36,-16.88,-3.76,0.00,2.26,,-1.63,-16.21
CRONYN04,36,50.33,121,52.14,-195.0,979898.42,-10.70,-1.51,0.00,2.18,,0.58,-14.34
CRONYN05,36,51.55,121,52.49,-127.0,979897.17,-7.32,-1.34,0.00,2.08,,0.68,-13.49
CRONYN06,36,52.35,121,52.96,-113.0,979897.90,-6.43,-1.11,0.00,2.01,,0.85,-13.06
CRONYN07,36,53.30,121,53.63,-92.0,979898.63,-5.10,-0.76,0.00,1.97,,1.17,-12.52
CRONYN08,36,54.39,121,54.12,-80.0,979900.72,-3.46,0.31,0.00,1.96,,2.23,-10.78
CRONYN09,36,55.12,121,54.62,-77.0,979903.01,-1.94,1.69,0.00,1.98,,3.63,-9.10
CRONYN10,36,55.94,121,55.20,-68.7,979907.58,2.22,5.47,0.00,2.01,,7.45,-4.94
CRONYN11,36,56.51,121,56.24,-64.5,979911.95,6.16,9.22,0.00,2.02,,11.21,-1.68
CRONYN12,36,57.12,121,57.10,-50.2,979914.45,9.12,11.50,0.00,2.08,,13.56,0.48
CRONYN13,36,56.16,121,57.35,-80.0,979913.09,6.35,10.15,0.00,2.15,,12.26,-2.46
CRONYN14,36,55.42,121,57.81,-90.6,979910.91,4.24,8.53,0.00,2.14,,10.63,-5.72
CRONYN15,36,54.80,121,57.16,-96.8,979906.85,0.50,5.10,0.00,2.09,,7.15,-9.22
CRONYN16,36,53.91,121,56.30,-101.0,979902.29,-3.17,1.64,0.00,2.05,,2.82,-13.64
CRONYN17,36,52.95,121,55.70,-126.0,979901.25,-5.17,0.82,0.00,2.06,,2.82,-14.10
CRONYN18,36,52.10,121,55.31,-178.0,979901.57,-8.52,-0.05,0.00,2.13,,2.00,-15.45
CRONYN19,36,51.36,121,55.00,-207.0,979902.51,-9.23,0.60,0.00,2.28,,2.79,-15.14
CRONYN20,36,50.34,121,54.30,-236.0,979900.95,-12.05,-0.83,0.00,2.38,,1.44,-16.63
CRONYN21,36,49.55,121,53.90,-261.0,979898.45,-15.76,-3.36,0.00,2.52,,-0.96,-19.30
CRONYN22,36,48.45,121,53.28,-303.0,979894.71,-21.86,-7.47,0.00,4.12,,-3.49,-21.99
CRONYN23,36,48.82,121,54.80,-293.0,979898.35,-17.81,-3.89,0.00,3.04,,-0.98,-21.54
CRONYN24,36,48.44,121,55.91,-297.5,979896.89,-19.14,-5.01,0.00,3.48,,-1.66,-24.50
CRONYN25,36,49.11,121,56.03,-287.8,979897.62,-18.47,-4.80,0.00,2.87,,-2.06,-24.31
CRONYN26,36,48.93,121,57.50,-294.2,979896.79,-19.64,-5.67,0.00,3.58,,-2.22,-27.17
CRONYN27,36,48.15,121,58.18,-327.8,979897.32,-21.15,-5.60,0.00,5.33,,-0.42,-27.61
CRONYN28,36,48.68,121,48.06,-69.9,979868.14,-26.83,-23.56,0.00,2.08,,-21.51,-32.12
CRONYN29,36,49.42,121,48.55,-49.3,979868.65,-25.45,-23.16,0.00,2.05,,-21.13,-31.87
CRONYN30,36,50.29,121,48.92,-50.7,979872.82,-22.67,-20.33,0.00,2.00,,-18.35,-28.90
CRONYN31,36,51.10,121,49.46,-49.0,979877.50,-19.00,-16.76,0.00,1.99,,-14.79,-25.36
CRONYN32,36,52.09,121,49.98,-51.4,979880.84,-17.32,-14.99,0.00,1.96,,-13.05,-23.37
CRONYN33,36,52.90,121,50.50,-48.3,979885.72,-13.32,-11.15,0.00,1.96,,-9.21,-19.37
CRONYN34,36,53.86,121,50.96,-44.0,979891.45,-8.58,-6.62,0.00,1.93,,-4.71,-14.45
CRONYN35,36,54.70,121,51.55,-44.2,979894.89,-6.37,-4.42,0.00,1.96,,-2.48,-12.01
CRONYN36,36,55.48,121,52.22,-43.0,979898.02,-4.26,-2.36,0.00,1.98,,-0.40,-9.85
CRONYN37,36,56.26,121,52.72,-44.2,979900.82,-2.70,-0.76,0.00,2.03,,1.25,-7.85
CRONYN38,36,57.03,121,53.72,-40.8,979904.36,0.05,1.82,0.00,2.07,,3.87,-5.44
CRONYN39,36,57.60,121,54.59,-38.5,979907.80,2.88,4.53,0.00,2.12,,6.63,-2.94
CRONYN40,36,58.08,121,55.65,-34.1,979913.52,8.32,9.77,0.00,2.14,,11.89,1.76
CRONYN41,36,57.77,121,56.70,-40.0,979915.09,9.78,11.50,0.00,2.09,,13.57,1.82
CRONYN42,36,56.79,121,58.25,-53.8,979915.10,9.91,12.29,0.00,2.09,,14.36,-0.59
CRONYN43,36,56.80,121,59.42,-50.8,979916.66,11.74,13.98,0.00,2.10,,16.06,-0.32
CRONYN44,36,57.36,122,0.42,-40.6,979919.68,14.91,16.66,0.00,2.11,,18.75,1.95
CRONYN45,36,56.71,122,1.43,-58.6,979920.82,15.30,17.90,0.00,2.11,,19.98,0.85
CRONYN46,36,56.63,122,3.31,-62.6,979925.93,20.15,22.96,0.00,2.19,,25.12,3.32
CRONYN47,36,48.64,121,48.06,-81.6,979868.57,-27.44,-23.68,0.00,2.08,,-21.64,-32.27
CRONYN48,36,48.90,121,49.29,-118.5,979876.99,-22.87,-17.34,0.00,2.18,,-15.21,-27.36
CRONYN49,36,48.29,121,49.17,-139.0,979877.10,-23.81,-17.30,0.00,2.44,,-14.92,-27.37
CRONYN50,36,50.05,121,50.20,-123.2,979883.29,-18.68,-12.82,0.00,2.16,,-10.72,-23.19
CRONYN51,36,50.76,121,50.80,-108.2,979888.59,-12.99,-7.85,0.00,2.17,,-5.73,-18.37
CRONYN52,36,51.72,121,51.00,-77.0,979889.43,-10.60,-6.95,0.00,2.03,,-4.95,-16.93
CRONYN53,36,52.71,121,51.49,-71.3,979891.82,-9.11,-5.74,0.00,1.94,,-3.83,-15.44
CRONYN54,36,53.50,121,52.09,-69.2,979895.87,-6.01,-2.75,0.00,1.94,,-0.84,-12.36
CRONYN55,36,54.35,121,52.78,-64.6,979898.99,-3.68,-0.65,0.00,1.93,,1.25,-10.16
CRONYN56,36,55.30,121,53.27,-59.0,979900.66,-2.86,-0.11,0.00,1.96,,1.82,-9.05
CRONYN57,36,56.06,121,53.88,-55.0,979903.36,-0.88,1.67,0.00,1.99,,3.64,-7.02
CRONYN58,36,56.74,121,54.82,-52.9,979908.04,3.01,5.45,0.00,2.05,,7.48,-3.44
CRONYN59,36,57.40,121,55.83,-47.2,979912.10,6.65,8.80,0.00,2.07,,10.85,-0.38
CRONYN60,36,56.18,121,58.49,-78.1,979914.17,7.58,11.18,0.00,2.11,,13.25,-2.87
CRONYN61,36,56.28,122,0.19,-69.8,979917.71,11.76,14.97,0.00,2.12,,17.06,-1.11
CRONYN62,36,56.08,122,2.45,-65.5,979920.52,15.26,18.25,0.00,2.20,,20.42,-1.10
CRONYN63,36,55.56,122,1.20,-91.1,979916.25,9.33,13.51,0.00,2.23,,15.70,-4.97
CRONYN64,36,54.96,122,0.38,-113.5,979912.61,4.45,9.69,0.00,2.18,,11.82,-8.66
CRONYN65,36,54.20,121,59.47,-117.3,979908.35,0.94,6.35,0.00,2.22,,8.52,-11.88
CRONYN66,36,53.44,121,58.72,-127.9,979903.88,-3.43,2.48,0.00,2.27,,4.69,-15.79
CRONYN67,36,52.54,121,58.20,-191.0,979901.28,-10.66,-1.78,0.00,2.36,,0.49,-20.56
CRONYN68,36,51.66,121,57.89,-326.0,979905.74,-17.63,-2.37,0.00,2.54,,0.02,-21.82
CRONYN69,36,50.78,121,57.09,-456.0,979910.21,-24.12,-2.73,0.00,2.78,,-0.16,-21.95
CRONYN70,36,49.67,121,56.50,-282.0,979900.44,-15.91,-2.74,0.00,2.85,,-0.02,-22.32
CRONYN71,36,49.28,121,57.53,-296.0,979897.94,-19.17,-5.34,0.00,3.54,,-1.93,-26.47
CRONYN72,36,48.63,121,58.19,-306.0,979896.38,-20.73,-6.43,0.00,4.92,,-1.66,-28.22
CRONYN73,36,50.00,121,59.03,-356.0,979901.06,-22.73,-6.05,0.00,4.81,,-1.40,-27.46
CRONYN74,36,50.90,122,0.03,-279.0,979896.49,-21.36,-8.31,0.00,2.79,,-5.65,-32.02
CRONYN75,36,51.75,122,0.72,-242.1,979895.55,-20.06,-8.75,0.00,2.56,,-6.30,-32.44
CRONYN76,36,52.32,122,1.04,-212.0,979897.94,-15.66,-5.76,0.00,2.45,,-3.41,-29.14
CRONYN77,36,53.18,122,1.45,-176.5,979903.45,-8.06,0.17,0.00,2.42,,2.51,-22.42
CRONYN78,36,51.65,122,1.90,-258.8,979896.07,-20.97,-8.83,0.00,2.52,,-6.43,-34.67
CRONYN79,36,50.62,122,1.11,-289.0,979897.01,-21.38,-7.81,0.00,2.77,,-5.17,-33.81
CRONYN80,36,49.96,122,0.68,-299.0,979899.08,-19.29,-5.23,0.00,3.27,,-2.00,-30.96
SS001,36,47.56,121,19.41,520.0,979817.22,-20.65,-38.38,0.04,1.38,D,-37.22,-18.50
SS002,36,41.54,121,16.26,684.0,979774.49,-39.25,-62.58,0.01,1.96,D,-60.91,-39.33
SS003,36,40.71,121,16.54,708.0,979773.32,-36.97,-61.12,0.00,2.22,D,-59.19,-37.79
SS004,36,41.72,121,18.61,730.0,979782.70,-26.98,-51.88,0.51,2.86,D,-49.32,-29.56
SS005,36,41.87,121,19.78,850.0,979786.67,-11.94,-40.93,0.05,2.55,D,-38.73,-19.95
SS006,36,41.51,121,20.39,910.0,979788.59,-3.85,-34.89,0.18,3.65,D,-31.61,-13.33
SS007,36,41.65,121,20.93,1441.0,979758.12,15.41,-33.73,1.66,4.59,D,-29.72,-12.00
SS008,36,41.84,121,21.69,2081.0,979722.94,40.15,-30.83,1.39,6.09,D,-25.52,-8.58
SS009,36,44.02,121,23.02,1012.0,979785.39,-1.09,-35.60,0.57,3.33,D,-32.68,-16.76
SS010,36,41.16,121,17.74,1007.0,979761.96,-20.86,-55.20,1.00,2.92,D,-52.69,-32.28
SS011,36,42.84,121,16.59,701.0,979779.49,-34.53,-58.44,0.07,1.67,D,-57.06,-35.82
SS012,36,42.98,121,13.61,1136.0,979762.74,-10.57,-49.32,0.10,1.78,D,-47.99,-24.76
SS013,36,43.57,121,12.40,1804.0,979724.24,12.90,-48.63,0.19,2.37,D,-46.95,-23.15
SS014,36,44.59,121,11.07,1857.0,979730.15,22.32,-41.02,0.25,1.92,D,-39.81,-15.38
SS015,36,46.19,121,12.53,1316.0,979767.51,6.49,-38.39,0.44,2.68,D,-36.24,-12.80
SS016,36,45.74,121,10.46,1650.0,979745.97,17.01,-39.26,0.03,1.47,D,-38.44,-13.84
SS017,36,45.32,121,10.86,1965.0,979727.46,28.73,-38.29,0.74,2.64,D,-36.39,-12.00
SS018,36,42.12,121,21.67,1979.0,979726.41,33.62,-33.88,1.97,6.18,D,-28.45,-11.48
SS019,36,42.52,121,21.63,2242.0,979702.17,33.53,-42.93,2.87,10.99,D,-32.78,-15.84
SS020,36,42.37,121,21.25,2025.0,979715.76,26.93,-42.13,2.77,8.85,D,-34.04,-16.72
SS021,36,42.55,121,20.92,1721.0,979732.51,14.84,-43.86,3.37,7.74,D,-36.79,-19.15
SS022,36,38.45,121,13.93,837.0,979759.55,-35.34,-63.89,0.06,2.81,D,-61.43,-38.11
SS023,36,36.47,121,12.03,946.0,979753.11,-28.68,-60.94,0.63,4.04,D,-57.29,-32.77
SS024,36,34.71,121,11.32,1376.0,979730.77,-8.04,-54.97,0.71,2.88,D,-52.63,-27.94
SS025,36,31.90,121,18.05,2040.0,979711.66,39.35,-30.23,1.36,4.64,D,-26.36,-7.17
SS026,36,30.83,121,20.48,749.0,979787.31,-4.87,-30.42,0.59,3.43,D,-27.29,-9.88
SS027,36,30.23,121,22.37,512.0,979797.96,-15.65,-33.11,0.00,1.97,D,-31.36,-15.42
SS028,36,30.90,121,27.86,119.0,979810.92,-40.62,-44.68,0.00,2.24,D,-42.49,-30.84
SS029,36,30.65,121,29.14,109.0,979809.30,-42.82,-46.54,0.00,2.70,D,-43.88,-33.35
SS030,36,43.12,121,17.39,695.0,979778.94,-36.05,-59.76,0.03,1.54,D,-58.51,-37.89
SS031,36,43.39,121,18.16,589.5,979786.80,-38.50,-58.61,0.05,1.91,D,-56.95,-36.92
SS032,36,43.89,121,17.96,573.0,979789.08,-38.50,-58.04,0.61,2.47,D,-55.81,-35.65
SS033,36,43.75,121,16.85,703.0,979787.46,-27.69,-51.67,0.11,1.60,D,-50.36,-29.39
SS034,36,44.31,121,17.20,1331.0,979744.68,-12.21,-57.61,1.92,5.14,D,-53.00,-32.47
SS035,36,44.76,121,17.80,1290.0,979748.55,-12.85,-56.85,3.02,6.15,D,-51.21,-31.16
SS036,36,43.61,121,18.59,724.5,979779.84,-33.08,-57.79,0.48,2.13,D,-55.97,-36.31
SS037,36,43.35,121,18.97,1210.0,979749.63,-17.26,-58.53,1.30,3.72,D,-55.30,-36.03
SS038,36,43.52,121,19.22,1274.5,979747.02,-14.05,-57.51,0.84,3.53,D,-54.49,-35.44
SS039,36,43.36,121,19.72,1367.0,979743.20,-8.94,-55.56,0.47,3.12,D,-52.98,-34.33
SS040,36,43.89,121,19.93,1250.0,979748.07,-15.83,-58.47,2.72,5.50,D,-53.47,-35.01
SS041,36,43.66,121,20.30,1130.0,979759.03,-15.83,-54.37,1.48,3.43,D,-51.40,-33.19
SS042,36,43.35,121,20.09,1470.0,979735.85,-6.58,-56.72,1.45,4.84,D,-52.46,-34.13
SS043,36,42.96,121,19.83,1295.0,979749.23,-9.10,-53.27,0.77,2.96,D,-50.83,-32.24
SS044,36,42.57,121,19.20,1031.0,979763.84,-18.75,-53.92,0.29,1.96,D,-52.38,-33.20
SS045,36,42.37,121,18.80,889.5,979770.13,-25.48,-55.82,0.52,2.20,D,-53.99,-34.45
SS046,36,42.42,121,18.06,631.0,979783.07,-36.93,-58.45,0.17,2.22,D,-56.50,-36.32
SS047,36,42.56,121,18.53,972.5,979763.16,-24.92,-58.09,0.36,2.03,D,-56.46,-36.72
SS048,36,42.91,121,18.97,1289.0,979743.55,-15.27,-59.23,1.25,3.84,D,-55.91,-36.62
SS049,36,42.67,121,20.22,858.5,979783.61,-15.35,-44.63,0.45,2.83,D,-42.16,-23.78
SS050,36,42.44,121,19.64,823.0,979782.38,-19.59,-47.66,0.16,2.30,D,-45.70,-26.83
SS051,36,42.62,121,14.73,724.0,979781.49,-30.05,-54.74,0.02,1.96,D,-53.09,-30.50
SS052,36,41.84,121,13.70,790.0,979774.61,-29.60,-56.54,0.04,2.04,D,-54.83,-31.47
SS053,36,41.81,121,12.78,815.0,979776.03,-25.78,-53.58,0.69,2.90,D,-51.02,-27.05
SS054,36,41.82,121,12.25,839.0,979776.70,-22.87,-51.49,0.26,2.66,D,-49.17,-24.86
SS055,36,41.89,121,11.66,863.5,979775.46,-21.91,-51.36,0.26,2.93,D,-48.78,-24.11
SS056,36,42.10,121,10.86,903.0,979775.25,-18.71,-49.50,0.57,3.71,D,-46.17,-21.05
SS057,36,42.77,121,10.41,1231.0,979760.68,-3.39,-45.38,0.78,3.01,D,-42.86,-17.64
SS201,36,38.42,121,15.52,958.0,979767.18,-16.29,-48.96,0.52,4.18,D,-45.18,-23.04
SS202,36,38.36,121,16.37,1047.0,979766.67,-8.34,-44.05,1.62,7.23,D,-37.24,-15.76
SS203,36,38.77,121,17.11,1154.0,979762.65,-2.89,-42.25,1.62,7.01,D,-35.71,-14.82
SS204,36,39.16,121,17.30,1959.0,979711.07,20.67,-46.14,3.03,7.46,D,-39.43,-18.86
SS205,36,39.58,121,17.62,1909.0,979715.36,19.65,-45.46,1.73,6.26,D,-39.92,-19.59
SS206,36,38.13,121,17.12,2413.0,979689.32,43.10,-39.20,1.40,7.32,D,-32.76,-12.17
SS207,36,37.74,121,17.57,2826.0,979670.38,63.56,-32.83,1.83,8.12,D,-25.70,-5.56
SS208,36,37.41,121,18.35,3283.0,979643.69,80.31,-31.66,0.59,8.80,D,-23.97,-4.57
SS209,36,36.94,121,16.87,3095.0,979652.91,72.53,-33.02,1.40,9.46,D,-24.63,-4.08
SS210,36,37.35,121,16.49,2696.0,979673.96,55.48,-36.47,2.06,8.70,D,-28.73,-7.77
SS211,36,37.29,121,15.75,2191.0,979704.13,38.25,-36.48,1.01,5.13,D,-32.16,-10.53
SS212,36,36.56,121,14.53,1675.0,979728.09,14.74,-42.39,0.66,3.31,D,-39.74,-17.14
SS300,36,40.83,121,47.03,112.0,979836.70,-29.82,-33.64,0.01,1.90,D,-31.78,-44.37
SS301,36,40.27,121,45.89,141.0,979833.04,-29.95,-34.75,0.02,1.87,D,-32.94,-43.82
SS302,36,38.51,121,42.35,56.0,979831.85,-36.59,-38.50,0.07,2.04,D,-36.49,-42.10
SS303,36,37.40,121,41.08,55.0,979829.11,-37.82,-39.70,0.05,2.25,D,-37.47,-41.25
SS304,36,36.97,121,41.26,84.0,979829.42,-34.17,-37.03,0.13,2.43,D,-34.63,-38.64
SS305,36,36.73,121,41.43,101.0,979831.09,-30.55,-34.00,0.09,2.43,D,-31.60,-35.83
SS306,36,36.18,121,41.28,200.0,979830.49,-21.04,-27.87,0.31,2.78,D,-25.17,-29.15
SS307,36,35.35,121,41.56,420.0,979820.06,-9.58,-23.91,0.25,2.88,D,-21.21,-25.53
SS308,36,35.61,121,41.47,253.0,979829.39,-16.34,-24.97,0.40,3.19,D,-21.88,-26.08
SS309,36,35.88,121,41.46,205.0,979831.36,-19.27,-26.26,0.35,2.99,D,-23.36,-27.56
SS310,36,37.01,121,40.35,116.0,979826.85,-33.78,-37.74,0.80,3.08,D,-34.70,-37.47
SS311,36,37.34,121,40.06,52.0,979829.12,-38.01,-39.78,0.04,2.23,D,-37.58,-39.98
SS312,36,34.43,121,37.58,650.0,979795.74,-10.94,-33.11,0.94,4.82,D,-28.56,-27.53
SS313,36,34.98,121,37.79,386.0,979810.57,-21.74,-34.90,0.14,3.66,D,-31.41,-30.65
SS314,36,35.83,121,37.46,113.0,979822.71,-36.50,-40.36,0.04,2.54,D,-37.86,-36.76
SS315,36,34.17,121,42.43,402.3,979818.86,-10.75,-24.47,0.31,3.28,D,-21.36,-26.80
SS316,36,32.41,121,37.63,2891.0,979666.70,73.68,-24.93,1.06,12.12,D,-13.81,-13.07
SS317,36,32.11,121,37.24,3385.0,979630.83,84.69,-30.76,1.37,17.22,D,-14.67,-13.54
SS318,36,31.57,121,36.54,3560.0,979620.10,91.19,-30.23,0.81,16.66,D,-14.74,-12.74
SS319,36,32.02,121,37.60,3105.8,979653.47,81.20,-24.72,0.79,12.68,D,-13.11,-12.34
SS320,36,31.64,121,37.84,2891.0,979670.32,78.41,-20.20,0.72,10.29,D,-10.91,-10.34
SS321,36,31.23,121,38.09,2761.0,979677.98,74.43,-19.73,1.79,10.70,D,-10.01,-9.66
SS322,36,31.05,121,38.52,2329.3,979706.84,62.96,-16.48,1.36,7.88,D,-9.46,-9.53
SS323,36,32.92,121,38.80,1988.0,979728.34,49.67,-18.13,0.41,5.96,D,-12.92,-13.51
SS324,36,33.28,121,38.74,2037.2,979721.39,46.83,-22.65,1.13,7.47,D,-15.95,-16.53
SS325,36,32.56,121,39.11,1628.1,979754.61,42.61,-12.92,0.37,5.05,D,-8.50,-9.34
SS326,36,33.01,121,40.96,814.7,979798.36,9.21,-18.57,0.42,3.98,D,-14.93,-18.18
SS327,36,33.44,121,41.78,607.9,979808.07,-1.15,-21.88,0.49,3.66,D,-18.48,-22.91
SS328,36,34.07,121,37.98,878.7,979789.00,4.35,-25.62,1.50,6.12,D,-19.87,-19.33
SS329,36,33.72,121,38.23,1005.7,979780.32,8.11,-26.19,2.10,7.70,D,-18.90,-18.66
SS330,36,35.30,121,37.73,267.6,979816.14,-27.77,-36.89,0.04,3.01,D,-33.99,-33.18
SS331,36,36.09,121,36.84,61.2,979825.32,-39.14,-41.23,0.00,2.28,D,-38.97,-37.12
SS332,36,35.96,121,36.50,59.1,979825.22,-39.25,-41.27,0.00,2.27,D,-39.02,-36.74
SS333,36,36.22,121,36.01,55.8,979826.85,-38.31,-40.21,0.00,2.20,D,-38.03,-35.20
SS334,36,36.58,121,35.76,58.0,979828.81,-36.66,-38.64,0.00,2.05,D,-36.60,-33.53
SS335,36,36.61,121,36.60,49.2,979827.48,-38.86,-40.54,0.00,2.08,D,-38.48,-36.39
SS336,36,34.53,121,36.45,319.2,979813.24,-24.70,-35.59,0.27,3.75,D,-31.98,-29.51
SS337,36,34.51,121,35.12,95.0,979824.29,-34.71,-37.95,0.07,3.27,D,-34.72,-30.65
SS338,36,33.71,121,33.42,108.3,979819.94,-36.66,-40.35,0.02,2.97,D,-37.42,-31.36
SS339,36,33.12,121,33.93,400.7,979804.92,-23.32,-36.99,0.27,4.42,D,-32.74,-27.22
SS340,36,33.37,121,33.59,239.3,979813.77,-30.02,-38.18,0.09,3.41,D,-34.87,-28.97
SS341,36,33.63,121,31.48,95.1,979821.13,-36.59,-39.84,0.00,2.27,D,-37.60,-29.53
SS342,36,41.80,121,38.34,66.1,979849.90,-22.34,-24.59,0.00,1.55,D,-23.06,-23.25
SS343,36,40.96,121,37.25,78.9,979849.76,-20.06,-22.75,0.01,1.54,D,-21.25,-20.14
SS344,36,40.40,121,37.60,73.5,979845.10,-24.42,-26.93,0.00,1.55,D,-25.41,-24.75
SS345,36,39.49,121,38.08,59.1,979839.99,-29.57,-31.59,0.00,1.65,D,-29.96,-29.90
SS346,36,38.67,121,36.68,59.1,979838.09,-30.29,-32.31,0.00,1.64,D,-30.69,-28.86
SS347,36,38.37,121,36.95,59.1,979835.34,-32.61,-34.62,0.00,1.68,D,-32.96,-31.45
SS348,36,38.09,121,37.21,59.1,979832.64,-34.90,-36.92,0.00,1.73,D,-35.21,-34.01
SS349,36,37.75,121,37.52,59.1,979829.57,-37.48,-39.50,0.00,1.80,D,-37.72,-36.89
SS350,36,37.17,121,36.98,61.0,979827.95,-38.09,-40.17,0.00,1.86,D,-38.33,-36.78
SS351,36,36.80,121,37.36,61.0,979826.29,-39.21,-41.29,0.00,2.04,D,-39.28,-38.16
SS352,36,37.10,121,38.11,59.1,979826.33,-39.79,-41.80,0.00,2.04,D,-39.78,-39.62
SS353,36,37.27,121,38.57,59.1,979827.07,-39.29,-41.31,0.00,2.03,D,-39.30,-39.74
SS354,36,37.00,121,39.50,54.4,979829.37,-37.04,-38.90,0.36,2.74,D,-36.18,-37.79
SS355,36,36.19,121,39.41,333.7,979821.30,-17.67,-29.05,0.34,2.77,D,-26.43,-27.89
SS356,36,36.46,121,39.69,441.9,979811.28,-17.91,-32.98,0.49,2.72,D,-30.45,-32.32
SS357,36,36.02,121,38.56,84.4,979828.72,-33.46,-36.34,0.12,3.15,D,-33.21,-33.51
SS358,36,35.52,121,38.51,326.7,979817.15,-21.52,-32.66,0.35,3.66,D,-29.14,-29.36
SS359,36,35.33,121,35.67,76.2,979824.35,-37.60,-40.20,0.00,2.46,D,-37.77,-34.45
SS360,36,35.73,121,34.77,59.1,979826.55,-37.59,-39.60,0.01,2.21,D,-37.42,-33.11
SS361,36,36.09,121,34.54,59.1,979830.15,-34.51,-36.52,0.00,2.08,D,-34.47,-29.93
SS362,36,35.90,121,34.07,59.1,979830.08,-34.30,-36.32,0.00,2.10,D,-34.24,-29.16
SS363,36,32.48,121,32.79,98.4,979819.25,-36.51,-39.86,0.04,4.34,D,-35.57,-28.70
SS364,36,32.03,121,32.26,100.2,979817.33,-37.61,-41.03,0.02,4.06,D,-37.01,-29.55
SS365,36,30.60,121,31.74,370.4,979805.47,-21.99,-34.63,0.51,5.92,D,-28.86,-20.79
SS366,36,30.99,121,31.52,246.9,979809.07,-30.57,-38.99,0.07,4.25,D,-34.85,-26.57
SS367,36,31.29,121,31.22,159.4,979811.66,-36.64,-42.08,0.06,3.46,D,-38.69,-30.14
SS368,36,31.23,121,30.68,95.1,979813.18,-41.09,-44.33,0.00,3.13,D,-41.23,-32.13
SS380,36,30.33,121,26.40,134.5,979810.79,-38.47,-43.06,0.00,2.12,D,-40.99,-28.13
SS381,36,31.79,121,28.40,111.6,979814.87,-38.65,-42.46,0.00,2.18,D,-40.32,-29.19
SS382,36,32.73,121,29.55,108.7,979818.11,-37.04,-40.75,0.00,2.16,D,-38.63,-28.60
BEAUT,36,42.04,121,39.09,78.0,979849.55,-21.92,-24.58,0.00,1.52,D,-23.08,-24.20
55,36,59.32,121,58.69,113.0,979916.44,23.28,19.42,0.00,1.85,F,21.21,9.09
56,36,58.93,121,55.63,118.0,979904.97,12.84,8.82,0.00,1.74,F,10.50,1.26
57,36,59.19,121,51.54,249.0,979883.76,3.58,-4.91,0.00,1.77,F,-3.25,-7.97
B1,36,56.44,121,25.55,167.0,979849.32,-34.59,-40.29,0.00,0.85,,-39.51,-24.64
B2,36,55.89,121,28.51,163.6,979852.35,-31.09,-36.67,0.00,0.82,,-35.92,-23.33
B3,36,55.92,121,28.44,162.7,979852.02,-31.54,-37.09,0.00,0.82,,-36.35,-23.70
B4,36,55.95,121,28.34,162.3,979851.62,-32.03,-37.56,0.00,0.82,,-36.81,-24.07
B5,36,55.99,121,28.24,161.9,979851.23,-32.51,-38.03,0.00,0.82,,-37.28,-24.46
B6,36,56.02,121,28.15,161.7,979850.89,-32.91,-38.43,0.00,0.82,,-37.68,-24.78
B7,36,56.05,121,28.05,161.6,979850.34,-33.52,-39.03,0.00,0.82,,-38.28,-25.30
B8,36,56.08,121,27.96,161.6,979850.03,-33.87,-39.38,0.00,0.82,,-38.63,-25.57
B9,36,56.12,121,27.87,161.7,979849.57,-34.38,-39.89,0.00,0.82,,-39.14,-26.01
195,36,32.74,121,16.85,2241.0,979703.12,48.50,-27.94,0.00,3.71,,-25.06,-4.61
